Math_Grade_11,English_Grade_11,Science_Grade_11,History_Grade_11,Computer_Grade_11,Math_Grade_12,English_Grade_12,Science_Grade_12,History_Grade_12,Computer_Grade_12
60.98988737562177,72.82838803441125,67.24125992133787,64.77255297300927,68.03288914360954,53.5682399019298,74.5504045108855,59.31356658493596,61.83959299589176,70.12526054297494
72.17812529684687,68.50660498627693,67.8246432813678,63.47126618189754,63.25549862726431,82.33574598174087,72.69348014301224,68.23777071057599,60.969418499122376,62.55254905913216
61.98158452568819,60.058129743916766,80.22696400244249,70.5920969470465,64.66214639604668,77.5640306613554,63.34974356865524,81.52647923107688,62.20702937209698,62.586070875327394
77.39350249264847,71.92379303131862,78.26632258891689,60.65339668173055,74.45783111990028,70.59184971031844,72.12262984777666,79.13985375203136,60.5881206271484,73.95869782992284
74.30711869091076,69.339723433095,72.57761215084984,71.52138858459561,66.53896252898498,74.46641900728129,66.69890578862466,69.0139276302755,71.25817647492735,68.73243642186715
76.44239643666887,74.72048095880342,76.27381437224545,60.676469703657865,74.83953828986648,63.65255432001016,67.17915046260543,74.68026367281877,66.29498397970616,71.77959123624147
76.35974121822646,61.6703915652087,64.5503682645921,65.98811741551903,66.48413484612634,67.24532907345109,58.54098138162259,71.21678036050855,60.035462438830336,75.13744607267294
71.39378940170249,70.07806471704295,61.58823033935463,72.4188315947182,82.48678771399501,75.61728465687514,74.13813526522138,60.83517076649696,67.40752598632984,85.55671401129291
75.25665479528278,60.38741025281967,66.97147276176997,77.06482800104622,59.44580231801044,70.53449642020014,64.34347684635358,71.24760235612108,82.08825241841437,71.4636657483069
72.79400067851617,67.78928813398612,74.09618991195423,70.90432658110798,77.0368915588911,60.09388120948324,66.03536440887463,72.32222423553297,65.78970885794513,75.08956018258986
62.33580275250006,68.20166857977713,74.07685596067915,62.94070331939551,72.8878207185765,61.627066492480495,67.36645639018921,77.24703422425269,55.004114739459055,73.79103565050448
62.41179367356725,65.1092713525216,71.63550457684919,70.75770815855117,62.17355211444359,69.24545809539208,61.84053959761798,81.38705710226307,68.27423015453722,58.854956512992125
77.09541019401075,71.74658070117714,59.938946378095686,64.08353420799371,71.08307149498737,71.70988727646845,71.68277019282567,65.17664450003306,72.91361700580009,73.04677146635467
64.88531497159047,81.51812659486843,72.5393667339986,60.39615929480623,65.42974617619645,69.97122140409276,72.55877037005713,70.47921266931343,66.71043801469591,61.88639280700202
76.20958058514775,63.77795724861311,75.60854485181542,64.60897922981995,82.5664988720616,82.48819672008833,69.67841121876727,66.48753147742231,61.10983646365948,76.74949598481238
66.23512818719526,77.23321436293892,60.24814325206138,79.76419526089259,78.27637434590078,75.08393485272879,70.22032500106155,54.30333832249727,77.42251492000507,74.57338272965295
75.68732742240944,69.09916176471751,70.7063724622204,72.00294675360652,65.14806965099022,72.59355882303227,67.40885398757413,63.74685881753477,72.4938109306331,65.56379758627521
68.39996066267946,70.21720495420071,75.04048937135529,63.85366162428332,69.64976603295496,71.69931550812672,81.25372287244042,68.08290287783272,67.28649550745456,66.2632092434266
80.50195627862,70.50912023496424,61.46447724231291,64.10680870361246,67.52116815561119,75.72086885743278,67.34089889829687,68.77771264221329,67.57800937305757,74.73049847018257
62.38991167209008,74.60006356636245,61.33257242768497,66.57434400295877,52.8022644973813,65.97249097322974,75.63984600155436,71.68165714849437,63.24204755646899,59.78987277808289
74.90759777190259,73.91045287368893,68.37378491721421,87.21097401331168,81.48940884164818,74.04897329540702,67.93990194085113,64.97048439732072,75.0567655612118,80.21781133438401
56.69455088321053,80.83671556787326,75.17817046497035,74.2913612175129,74.38496983147391,63.90762985845786,72.38905743338461,72.63581599199864,75.2128553817843,67.90927033691405
60.463475302709845,68.90709183815775,64.31530703209715,62.678105273627935,60.68949493871646,65.52686372928517,74.54838995936696,58.48998780454817,71.14472002801702,68.84462243889219
74.0485005113674,66.12454031128175,72.02295748734412,81.64331495432137,71.53346890208465,75.60411146760228,67.6461607937903,60.23678334572085,91.03069989885338,71.25646474145428
82.85915148117692,62.765683188313176,63.54150968766152,68.00514320793387,71.31930566869283,76.53511707897442,66.9048681755734,55.95380639119329,80.2658424747204,78.1265771193275
68.03124993081758,75.13978111461468,70.52789724568122,73.49561887614071,77.30077975920537,71.43167954418793,74.24129221588083,72.27974333594729,66.07160539304361,73.33313293916305
74.06322411259661,70.24589240810145,68.92488055456302,69.96016550231343,78.42340772811541,68.0702523811843,67.48404634897226,65.64781355601714,72.43957745909866,81.44483237882469
65.71078593070884,59.521832954739,64.47026714199893,76.05342980342205,59.92486110311649,72.42831927628423,56.00795744586263,65.71064813119814,77.59040708324703,62.64122048930158
60.64449065076671,65.4134218567757,61.000759999290686,55.103388238950686,58.71240590633014,62.05007230184731,62.83334782611384,65.57969522545187,50.4812596574449,68.68795764848336
68.49001424760182,82.50879354399986,68.57040542650881,77.52954597024033,63.05234289237199,73.38691532909078,78.43594327449449,65.6616496423788,80.7219447261985,65.37477912162234
70.88480973579749,73.40930689834336,80.45322869473726,69.7448698934791,71.87712813093877,70.98764427547614,74.42474949467211,79.58106117527157,78.6543077395735,71.7957611645521
67.51407636612335,75.98243829522212,66.28137936353984,70.88819203057498,65.08502741418609,60.15992786185582,75.60760183535731,55.96619522859322,71.41032502989779,69.20661520539258
77.63240140640441,86.10022378490548,72.96612909943937,77.71532953752661,72.9934115037798,71.41154039537801,79.92218834723509,71.38336826606974,68.81301812225865,75.3265148873376
72.67697633139201,71.08064006629756,82.84467235111823,64.66321018794207,67.1746369050209,77.76335683782372,72.81000618802447,81.96281647727714,67.92547714502132,63.58496567788193
70.77740808548985,67.7793750420009,69.85184618250089,71.44307262883375,77.4258991023166,78.87844767651579,69.30752658878559,62.84033717051223,63.97140731163396,77.72617758960872
69.9312873654475,64.2151810534124,66.35343479977637,65.65323110417752,76.48703181348029,72.32042811453705,65.13382807611292,75.79375986505029,77.74129928409086,74.92336614741588
62.261290698079335,83.04240202137844,61.73887561639529,68.13162862236456,70.25893847213123,66.02758004526112,82.3109096723107,65.15720795053295,71.54181953680505,72.37434123894502
75.00025974462203,66.95819584904379,64.36369161562078,85.05198151730188,64.90659385224293,71.50316213353096,68.30748013861744,76.6983094941778,76.0852397222593,65.63019269207821
61.189460450135655,67.23428019023103,56.863903684828365,80.60145779916897,68.46215734520065,64.76132749914841,71.69373771329778,58.478093092620725,79.95845201991123,71.21247062747035
74.67147114433496,58.706149276816326,75.53465801311765,68.19885326386141,67.99997746811944,59.510868854868654,70.80151657170806,72.56261756920333,63.723800526648056,71.92119191321434
71.07676497050677,79.52546495345099,69.69625412072443,70.46414771502559,79.20308215506971,71.3037744419691,73.00278730363723,67.87177230792462,67.14190232196636,74.62234528261172
74.1259045207311,66.56437273385899,67.29832960833106,65.95720407670149,69.97747867097966,62.47219386219632,77.81331924745182,67.11597235527621,60.07160836342645,65.6912432634704
62.52119310720821,68.69968001207266,77.99529255648149,71.30709453225302,54.704802375854726,61.531823038252455,64.12856842837604,72.18157580374947,74.98969544557255,64.58253652591729
59.676650453892265,70.13799914369271,62.18357034821213,77.68516745193786,64.56663607039984,66.76574267119815,76.78822728716449,59.45922062575721,79.78261439570913,59.23087572088357
64.8525710760805,60.95731338058496,86.19669178523941,70.50256108224231,75.2590610623217,70.11887029425547,65.83205629752044,78.06637822998538,71.39304880417505,75.3782819348779
57.314441857876126,67.90226999587841,71.92796652074566,66.84304487747544,71.64286502761878,57.35312571715722,61.55947548862993,75.47035144087796,66.5139802721376,76.70516164466632
70.08882433763557,72.7990668406701,60.78568911113347,76.1792304819813,78.43912190438382,70.8432814047157,72.35252010027885,67.28787419286135,73.50393576015965,80.14453499488003
69.20632158986331,66.87993905725935,69.56825331694917,67.34597664985029,82.64718481742293,68.027471713924,63.04015235564064,55.96551896182301,56.47974614984965,72.90015834716215
79.38502864874317,59.13283227614444,72.89818764180146,68.7381966778454,61.97008847763762,78.15465131290433,62.979089417624,80.05445580947085,60.98880405685164,67.13599544401895
71.07450012972708,75.73770572069682,78.79174565680648,76.6277826309191,69.21998214444156,71.44815627791442,78.0464023655945,76.99271077564867,70.23849401983658,63.26101171049463
68.22949287824846,68.97562512564271,71.62831530736612,69.35956125641334,72.78068028826647,73.48743411194184,69.35499109553041,69.51312831706711,72.5926897295573,60.6200389797299
77.9740143986024,78.56039437473187,71.30292843965397,60.33524360101152,70.81893075095817,82.26450146697081,78.10301786277803,68.45912222477018,59.68704362541112,72.37850619757467
56.6310637542504,78.59912880267352,65.49672084846267,67.32169391893287,67.81403952339133,57.23243127539539,78.00420456049288,57.49138159699241,70.95163096543425,74.49520650249399
80.08490602526494,60.10580159182327,66.62070015001187,74.27772189209372,69.51779123518656,72.71399496804199,62.94910748134947,69.01168954538244,76.59946033497879,77.4737743440078
65.89715602274904,66.50173597505653,68.46424566074283,74.32886540474344,76.30323529487026,67.39141337127415,56.87401192689603,70.25626251104974,74.53070134381704,75.01319276234224
81.94071856085321,60.31443385364297,67.0504375524924,75.22926461339547,68.71177851798046,80.37211499949191,65.61961259798348,60.846858032378805,74.97895404210183,76.07830772249002
78.3189783848783,72.53377861003294,80.9384478193913,68.40430207059327,64.07023271337148,83.67967813430691,72.76847521747084,79.92108388702904,72.1070211779465,66.0393620156193
67.1064060550743,80.90799607213216,67.96754098377293,73.62131153513987,77.06454149035307,62.07680475127466,69.50852713244453,66.80802562376792,63.50205134569253,61.41618133619416
65.09981413045398,74.65219613584141,65.49783150238311,70.14678044259385,55.81575288692385,66.98719260963466,74.54652276152368,65.76953925398523,77.15746461846328,61.62088553154852
57.43012463892866,71.05142263673937,68.95737435339537,69.14566287047654,62.47111178165956,55.17346615913496,81.19375361446897,64.85530564267877,65.24931842266707,58.79424552342096
75.98256410787106,64.96305834280123,71.61596778465906,60.03398588891656,74.75409054586044,73.87385349132325,65.93406020325409,71.20805200643305,63.725641564272806,68.13746769793761
